ID,numericalData,numericalDataType,textData,fileData
195,,,"МОНАСТЫРЩИНА, мѣстечко Могилевскаго Намѣстничества. Въ немъ бываетъ одна ярмарка въ году.",
196,,,"МОРШАНСКЪ, городъ Тамбовскаго Намѣстничества. Въ немъ бываетъ одна въ году 15 Августа ярмарка , на которой торгуютъ одни здѣшніе купцы ; сверхъ того зимою съ перваго до послѣдняго пути ежедневные отправляются торги , на которые въ немаломъ количествѣ привозятъ всякаго рода хлѣбъ.",
197,,,"МОСАЛЬСКЪ, городъ Калужскаго Намѣстничества. Въ немъ бываютъ въ годъ три ярмарки: Апрѣля 23, Іюля 8 и Ноября 26, продолжающіяся только по одному дню.",
198,,,"МОСТКИ, мѣстечко Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки.",
199,,,"МОСТОВСКОЕ , село Уфимскаго Намѣстничества въ Челябинскомъ уѣздѣ. Здѣсь бываетъ годовая ярмарка въ день Вознесенія Господня и Ноября 21; на оныхъ торгъ производятъ разными мѣлочными товарами.",
200,,,"МРИНЪ, мѣстечко Кіевскаго Намѣстничества и уѣзду. Здѣсь бываетъ одна въ году ярмарка; съѣзжаются на оную съ мѣлочными товарами , съестными и питейными припасами.",
201,,,"МУРИКОВО, село Московской Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка Сентября 25 дня; торгуютъ на оной разными крестьянскими товарами.",
202,,,"МУРОМЪ, городъ Володимерскаго Намѣстничества. Здѣсь, кромѣ еженедѣльнаго по субботамъ торгу, Іюня 25 дня на праздникъ Св. Благовѣрныхъ Князя Петра и Княгини Ѳевроніи Муромскихъ Чудотворцевъ бываетъ богомоліе , при кото-ромъ Муромскіе купцы и изъ другихъ городовъ обыватели продаютъ слѣдующіе товары: хлѣбъ, мясо , рыбу разныхъ родовъ, шелкъ, кумачи, китайку по цвѣтамъ, бумагу, хлопчатую и крашеную, сукна не дорогой цѣны, воскъ, ладонъ, сандалъ красной и синій, краску брусковую по небольшей части , камки , голи по цвѣтамъ, букеты, грезеты, люстрины, тафты, кисѣи, каламенки разныхъ рукъ, позументы, масло деревянное, скипидаръ, нефть, квасцы , купоросѣ , сахаръ , чай , виноградные напитки , укладъ, желѣзо, пестрядь бумажную разныхъ цвѣтовъ, мѣхи заячьи и мер-лушчатые , шапки , рукавицы , сапоги , гарусъ , чулки , узды , шлеи, гужи , кушаки и другія мѣлочныя вещи , такожь и крестьянское рукодѣліе.",
203,,,"МЦЕНСКЪ, городъ Орловскаго Намѣстничества. Въ немъ бываютъ каждую недѣлю торговые съѣзды.",
204,,,"МЫШКИНЪ, городъ Ярославскаго Намѣстничества. Въ немъ бываетъ годовая ярмарка въ Маіѣ мѣсяцѣ. Съѣзжаются купцы изъ ближнихъ городовъ, какъ-то изъ Ярославля, Ростова , Романова , Углича , Борисо-глѣбска , Рыбинска, Мологи и слободы Норской.",
205,,,"НЕДРИГАЙЛОВЪ , городъ Харьковскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая Сентября 8, вторая Октября 29, третія Декебря 6, четвертая въ день Преполовенія. Кунцы пріѣзжаютъ на оныя изъ окрестныхъ городовъ съ мѣлочными товарами.",
206,,,"НОСОВКА , мѣстечко Кіевскаго Намѣстничества и уѣзду. Въ ономъ мѣстечкѣ бываетъ въ году три ярмарки.",
207,,,"ОБОЯНЬ, городъ Курскаго Намѣстничества. Въ ономъ бываетъ въ годѣ пять ярмарокъ: первая на Сырной недѣлѣ въ пятницу, вторая въ день Преполовенія , третія Августа 1, четвертая Сентября 8, пятая Декабря б чиселъ; на оныя большею частію деревенскіе жители привозятъ хлѣбъ, конопляное масло и тому подобное.",
208,,,"ОБРУБЪ, село Тверскаго Намѣстничества въ уѣздѣ города Зубцова. Здѣсь бываетъ годовая ярмарка Апрѣля 23, въ день Великомученика Георгія; на оную пріѣзжаютъ купцы изъ окрестныхъ ближнихъ городовъ съ мѣлочными шелковыми , бумажными и прочими разными товарами.",
209,,,"ОДОЕВЪ, городъ того же Намѣстничества. Въ ономъ бываетъ три въ году ярмарки : въ десятую , одинадцатую и двенадцатую пятницы по Пасхѣ , на которыя кромѣ деревянной посуды и мѣлочнаго москотильнаго товару ничего не привозятъ.",
210,,,"ОЛЕКМИНСКЪ , городъ Иркутскаго Намѣстничества. Въ ономъ бываютъ ярмарки въ Іюлѣ и Августѣ мѣсяцахъ.",
211,,,"ОЛОНЕЦЪ, уѣздный городъ Намѣстничества сего имени. Въ семъ городѣ бываютъ въ году двѣ ярмарки : первая Генваря 6, а вторая Сентября 8. Торгъ на оныхъ продолжается по недѣлѣ.",
212,,,"ОМЕЛЬНИКЪ, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году двѣ ярмарки : одна Іюля 20, а другая Октябру 14; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися и дѣлающимися, какъ - то хлѣбомъ , горячимъ виномъ, разиымъ скотомъ, овчинами , кожами и проч. иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",
213,,,"ОПУШКА, отчина разныхъ Господъ Тамбовскаго Намѣстничества въ Шатскомъ уѣздѣ. Здѣсь бываетъ въ году ярмарка 8 Іюля; торгуютъ разными товарами , какъ - то пенькою , разнымъ холстомъ медомъ, саломъ и прочимъ.",
214,,,"ОСТАПЬЕ, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ годъ четыре ярмарки : первая Генверя 30, вторая Апрѣля 21, третія Іюня 24, четвертая Сентября 20 ; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами , тамъ родящимися, какъ - то хлѣбомъ , горячимъ виномъ, разнымъ скотомъ , овчинами, кожами и проч. иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ. Здѣсь бываютъ также и еженедѣльные торжки.",
215,,,"ОСТАШКОВЪ, городъ Тверскаго Намѣстничества. Въ немъ бываютъ въ году три ярмарки.",
216,,,"ОСТРОГОЖСКЪ, городъ Воронежскаго Намѣстничества. Въ ономъ бываютъ ярмарки: первая по Пасхѣ въ десятую пятницу, вторая Сентября 8, третія Декабря 6. Пріѣзжаютъ на оныя Россійскіе и иностранные купцы и Греки; привозятъ парчи и прочія шелковыя мате-ріи , сукна , серебреную и фарфоровую посуду, галантерейныя вещи и прочее.",
217,,,"ПАРСКОЕ , село Владимерскаго Намѣстничества въ Суздальскомъ уѣздѣ. Въ ономъ бываетъ одна годовая ярмарка Августа 29 дня; на коей торгуютъ разными мѣлочными купецкими товарами.",
218,,,"ПЕРЕВОЛОЧНА, мѣстечко Екатеринославскаго Намѣстничества. Въ ономъ бываетъ въ году двѣ ярмарки.",
219,,,"ПЕРЕМЫШЛЬ , городъ Калужскаго Намѣстничества. Здѣсь бываетъ годовая ярмарка сверхъ обыкновенныхъ торговъ въ десятую пятницу по Пасхѣ; привозятъ на продажу хдѣбъ, пеньку , хмѣль и прочее.",
220,,,"ПЕТРОВСКЪ, городъ Саратовскаго Намѣстничества. Въ семъ городѣ бываетъ одна годовая ярмарка Іюля 8 дня, да на каждой недѣлѣ торгуютъ. по два дни въ понедѣльникъ и въ пятокъ ; продаютъ хлѣбЬи другіе съѣстные припасы, сѣно и дрова.",
221,,,"ПЕЧЕНѢГИ, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываетъ въ году четыре ярмарки : первая на день Вознесенія , вторая Августа 6, на день Преображенія , третія Октября 28, четвертая на Всеѣдной недѣлѣ въ четвертокъ. Купцы пріѣзжаютъ на оныя изъ разныхъ городовъ съ шелковыми, бумажными , гарусными и прочими товарами.",
222,,,"ПЛЕСЪ, городъ того же Намѣстничества. Здѣсь бываютъ ярмарки Петровская и Покровская въ годъ по единожды; товары привозятъ москотильные и прочіе мѣлочные.",
223,,,"ПОКРОВСКОЕ, село Тобольскаго Намѣстничества въ уѣз-здѣ города Тюмени. Въ ономъ бываетъ каждогодно Іюля 8 числа небольшой торжокъ.",
224,,,"ПОНОРНИЦА , мѣстечко Черниговскаго Намѣстничества и уѣзду. Въ ономъ бываетъ въ году Двѣ ярмарки : первая Апрѣля 23, вторая Сентября чиселъ; торгуютъ на оныхъ и еженедѣльныхъ торгахъ пріѣзжіе изъ ближнихъ городовъ купцы мѣлочными товарами , а окольные жители тутошними произрастаніями и рукодѣліемъ, какъ - то деревянною посудою, неводными нитками , также скотомъ и прочими съѣстными припасами.",
225,,,"ПОТОКЪ, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъбываютъ въ годъ двѣ ярмарки: дпа Іюня 24, а другая Октября 6 чиселъ. Торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами , дамъ родящимися и дѣлающимися, какъ - то хлѣбомъ, горячимъ виномъ, разнымъ скотомъ, овчинами, кожами и проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",
226,,,"ПРЕЗМА, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываетъ въ году одна ярмарка; торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",
227,,,"ПРЕЛИ, мѣстечко того же Намѣстничества и уѣзду. Въ семъ мѣстѣ бываютъ три въ году ярмарки. Торгуютъ Рижскаго же Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",
228,,,"ПРОТОПОПОВА, слобода въ урочищѣ Собора Николая Чудотворца Гостунскаго, Тульскаго Намѣстничества подъ городомъ Бѣловымъ. Въ оной бываютъ ярмарки Маія 9 и въ Троицынъ день , продолжающіяся по одному дню ; пріѣзжіе купцы изъ сосѣднихъ городовъ торгуютъ на оныхъ шелковыми и другими мѣлочными товарами, также лошадьми и прочимъ.",
229,,,"ПУТИВЛЬ , городъ Курскаго Намѣстничества. Въ немъ, кромѣ еженедѣльныхъ по понедѣльникамъ и пятницамъ тор-жковъ, бываетъ одна въ году въ десятую пятницу по Пасхѣ ярмарка.",
230,,,"ПУША , мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ семъ мѣстѣ бываетъ въ году три ярмарки; торгуютъ разными мѣлочными товарами , виномъ и пивомъ.",
231,,,"ПЯТНИЦКОЕ , что въ БЕРЕНДѢЕВѢ, село Московской Губерніи въ Воскресенскомъ уѣздѣ. Въ семъ селѣ бываетъ одна въ году ярмарка, на которой торгуютъ разными мѣлочами.",
232,,,"РАТКОВКА, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываютъ въ году три ярмарки: Первая на Вознесеніе Господне , вторая Августа б , на Преображеніе , третія Октября 1, въ день Покрова. Купцы на оныя пріѣзжаютъ изъ разныхъ городовъ съ шелковыми , бумажными , гарусными и прочими товарами.",
233,,,"РАШЕВКА , мѣстечко Кіевскаго Намѣстничества въ Гадяцкомъ уѣздѣ. Въ ономъ бываетъ ьъ годъ двѣ ярмарки: первая 9 Маія , въ день Святителя Николая , другая Сентября 1, въ день С. Симеона Столпника ; сверхъ сего бываютъ торги въ каждое воскресенье; торгуютъ на ярмаркахъ и въ оные дня хлѣбомъ и съѣстными припасами.",
234,,,"РУЖНОЕ , село Орловскаго Намѣстничества подъ городомъ Карачевымъ. Въ ономъ бываетъ ярмарка Маія 2 дня; торгуютъ купцы мѣлочными товарами.",
235,,,"РЫБИНСКЪ, городъ Ярославскаго Намѣстничества. Здѣсь бываютъ ярмарки годовыя Двѣ , одна Петровская , Іюня 29 , другая Преображенская , Августа въ 6 день, да повсянедѣльные торжки въ субботніе дни. Купецкіе люди пріѣзжаютъ на оныя изъ Ярославля, Романова, Углича и изъ селъ съ москательнымъ товаромъ и прочимъ , и торгуютъ въ деревянномъ особливомъ гостиномъ дворѣ ; а крестьяне привозятъ произрастанія и рукодѣлія свои.",
236,,,"РЫЛЬСКЪ, городъ Курскаго Намѣстничества. Въ немъ , кромѣ еженедѣльныхъ по понедѣльникамъ и пятницамъ торговъ бываетъ въ годъ двѣ ярмарки: первая въ десятую пятницу по Пасхѣ, а вторая въ день Казанскія Богоматери Іюля 8 числа , по одному дню продолжающіяся, на которыя съѣзжаются изъ окольныхъ мѣстъ съ мѣлкими товарами.",
237,,,"РЯЖСКЪ, городъ Рязанскаго Намѣстничества. Здѣсь бываютъ въ году три ярмарки въ Іюлѣ мѣсяцѣ : первая въ девятую , вторая въ десятую , третія въ одиннадцатую пятницы послѣ Пасхи , и продолжаются не болѣе , какъ по одному дню. Купцы пріѣзжаютъ изъ ближнихъ городовъ, и привозятъ шелковые , бумажные, москательные и прочіе товары не по большему числу.",
238,,,"САМАРА, съ 1780 году городъ Синбирскаго Намѣстничества. Сюда привозятѣ промы-шленники вѣ Іюлѣ, и вѣ Августѣ мѣсяцахъ изѣ Козачья городка, Уральска и Казани уловную въ Уралѣ рыбу, рыбные припасы и лошадей. Для покупки сего пріѣзжаютъ Россійскіе купцы, и привозятъ съ собою всякіе мѣлочные товары, а уѣздные обыватели торгуютъ хлѣбомъ и прочимъ за рѣкою Самарою.",
239,,,"САРБАЕВО, село Синбирскаго Намѣстничества въ Алатырьскомъ уѣздѣ. Здѣсь бываетъ ярмарка въ день Тихвинскія Богородицы; на тое ярмарку пріѣзжаютъ со всякими шелковыми и прочими товарами изъ Москвы и изъ другихъ городовъ купцы, такожь и крестьяне.",
240,,,"СЕНКОВА, слобода Харьковскаго Намѣстничества въ уѣздѣ города Изюма. Въ оной бываютъ двѣ ярмарки: первая Маія 9, въ день Чудотворца Николая, вторая Августа 29, въ день усѣкновенія главы Предтечи; пріѣзжаютъ на оныя купцы изъ разныхъ Россійскихъ городовъ съ шелковыми, бумажными, шерстяными и прочими товарами.",
241,,,"СЕРГАЧЬ, съ 1779 году городъ Нижегородскаго Намѣстничества. Въ ономъ бываетъ торгъ только весною во время полой воды, на которой крестьяне привозятъ разные припасы и рукодѣлья своего вещи.",
242,,,"СЕРДОБОЛЬ , съ 1784 году городъ Выборгскаго Намѣстничества. Въ ономъ издавна ежегодно бываетъ ярмарка въ Ген-варѣ мѣсяцѣ, на которую, кромѣ Россіанъ, съѣжаются Россійскіе и Шведскіе Фины и Корелы съ шкурками куницъ, выдръ, норекъ , рысей и проч.",
243,,,"СЕРДОБСКЪ, съ 178о году городъ Саратовскаго Намѣстничества. Въ немъ, кромѣ еженедѣльнаго торгу, бываетъ каждогодно Іюля 8 Дня ярмарка.",
244,,,"СЕРЕДИНА БУДА, сель Черниговскаго Намѣстничества въ Нѣжинскомъ уѣздѣ, Генера-ла-Фельдмаршала Графа Румян-цова-Задунайскаго. Здѣсь бываетъ въ году одна ярмарка 8 Сентября.",
245,,,"СЕРПЕЙСКЪ, съ 1777 году городъ Калужскаго Намѣстничества. Здѣсь бываетъ одна го-довая ярмарка въ десятую пятницу послѣ Пасхи, да въ уѣздѣ онаго города есть осьмь та-хихъ селъ , въ которыя съѣзжаются въ годъ по одному разу для торгу, во время церковныхъ въ тѣхъ селахъ праздничныхъ дней.",
246,,,"СЕРПУХОВЪ, съ 1782 году городъ Московской Губерніи. Въ ономъ бываетъ въ году двѣ ярмарки: первая о десятой пятницѣ, вторая Сентября 15 дня, сверхъ обыкновенныхъ торговъ.",
247,,,"СМѢЛОЕ, мѣстечко Черниговскаго Намѣстничества въ Роменскомъ уѣздѣ. Здѣсь бываетъ въ году четыре ярмарки: первая Генваря 1, вторая Маія 9, третія Іюля 8, четвертая Октября 14. На оныя пригоняютъ для продажи лошадей, рогатой скотъ, какъ-то быковъ, овецъ и прочее , Малороссійскіе жители; а Рускіе купцы изъ разныхъ городовъ привозитъ всякіе мѣлочные товары.",
248,,,СОЛЬ-ВЫЧЕГОДСКЪ съ 1780 году городъ Вологодскаго Намѣстничества. Въ ономъ бываетъ въ году одна ярмарка; а въ уѣздѣ онаго бываютъ торги въ двухъ селахъ въ Бондокурском стану и въ ИльинскомЬ приходѣ на Вилюдѣ.,
249,,,"СРЕБНОЕ, мѣстечко Черниговскаго Намѣстничества въ Прилуцкомъ уѣздѣ. Въ ономъ бываетъ въ годЪ двѣ ярмарки: одна Апрѣля 23, въ день Великомученика Георгія ; другая Сентября 8, въ день Рождества Богоматери. На оныхъ торгуютъ окольные жители своими произрастѣніями , какъ-то хлѣбомъ, разнымъ скотомъ, съѣстными припасами , всякою посудою , сѣномъ, дегтемъ и прочими мѣлочми. Здѣсь бываютъ также еженедѣльные торжки въ понедѣльникъ и пятокъ.",
250,,,"СТАВРОПОЛЬ, съ 1780 году городъ Синбирскаго Намѣстничества. Въ ономъ бываетъ одинъ базарной день во вторникъ.",
251,,,"СТАРАЯ РЯЗАНЬ, слобода Рязанскаго Намѣстничества. Въ оной бываетъ Іюня 29 дня для крестьянъ годовая ярмарка.",
252,,,"СТАРИНСКОЕ, село Синбирскаго Намѣстничества въ Курмышскомъ уѣздѣ. Здѣсь бываетъ ярмарка Іюля 8 дня.",
253,,,"СТОЯНЦЫ , село Тверскаго Намѣстничества въ Кашинскомъ уѣздѣ. Здѣсь бываетъ въ годъ одинъ торжокъ, на которой товары привозятъ изъ уѣзду, холсты льняные разные, да изъ городовъ Ярославля, Переславля Залѣскаго , Углича пріѣзжаютъ купцы съ мѣлочными всякими небогатыми товарами.",
254,,,"СУДАЙ, слобода Костромскаго Намѣстничества въ Галицкой Провинціи. Въ оной бываетъ въ году три ярмарки: первая Ноября 21, вторая Ген-варя 6, третія Марта 25 чиселъ. Здѣсь торгуютъ конскими и скотскими кожами , также и овчинами , разною мягкою рухлядью , а большею частію бываютъ бѣлки; также въ уѣздѣ онаго города при церкви Пророка Иліи , что на Высокѣ, имѣется годовой же торгъ.",
255,,,"СУДЖА , съ 1779 году городъ Курскаго Намѣстничества. Въ ономъ бываетъ въ году четыре ярмарки : Апрѣля 23, въ день Великомученика Георгія; Іюня 29, въ день Апостолъ Петра и Павла; Октября 1, въ день Покрова, да въ Рождественской мясоѣдъ на всеѣдной недѣлѣ по два дни; пріѣзжаютъ на оныя купцы изъ сосѣдственныхъ городовъ ; привозятъ шелковые бумажные и прочіе товары небольшимъ числомъ.",
256,,,"СУХАРИ, мѣстечко Могилевскаго Намѣстничества въ Чауской округѣ. Тутъ бываетъ одна въ году ярмарка.",
257,,,"СѢВСКЪ, съ 1778 году городъ Орловскаго Намѣстничества. Въ ономъ бываетъ въ году одна ярмарка, исключая обыкновенныхъ торговъ.",
258,,,"ТАРУСА, съ 1777 году городъ Калужскаго Намѣстничества. Въ ономъ бываетъ годовая ярмарка въ день Святыхъ Апосгполъ Петра и Павла ; пріѣзжаютъ на оную купцы съ мѣлкими товарами и съѣстными изъ ближнихъ городовъ Серпухова и Алексина, а уѣздные люди съ крестьянскими припасами.",
259,,,"ТИСКАДЫ, мѣстечко Полотскаго Намѣстничества въ уѣздѣ города Динабурга. Въ немъбываетъ въ году три ярмарки, на коихъ торгуютъ Рижскаго Дворца крестьяне разными мѣлочными товарами, виномъ и пивомъ.",
260,,,"ТИХВИНЪ, съ 1776 году городъ Новогородскаго Намѣстничества. Въ ономъ бываетъ въ году три ярмарки: первая въ первое Воскресенье великаго поста , а другія двѣ въ лѣтнее и осеннее время.",
261,,,"ТИХОНОВА , пустыня Калужскаго Намѣстничества и уѣзду. Здѣсь бываетъ годовая ярмарка Іюня 18 дня , на которую съѣжаются купцы изъ Калуги и Малаго Ярославца.",
262,,,"ТОМАРОВКА, слобода въ уѣздѣ города Карпова. Въ оной бываетъ ярмарка послѣ Рождества на всеѣдной недѣлѣ въ пятницу, Маія 9, Іюля 8, Декабря 6, и продолжаются оныя по одному дню. Купцы пріѣзжаютъ изъ окрестныхъ городовъ съ мѣлочными товарами.",
263,,,"ТОРОПЕЦЪ, съ 1777 году городъ Псковскаго Намѣстничества. Въ немъ случается въ году одна указная ярмарка въ Iюлѣ мѣсяцѣ въ пятокъ, предъ праздникомъ Пророка Иліи, на которую по большей части съѣзжаются крестьяне изъ ближнихъ деревень съ мѣлочнымъ крестьянскимъ товаромъ и рукодельемъ.",
264,,,"ТРОИЦКЪ, съ 1780 году городъ Пензенскаго Намѣстничества. Въ немъ бываетъ ярмарка Іюня 29 дня, сверхъ обыкновенныхъ каждонедѣлъныхъ торговъ.",
265,,,"ТРОИЦКАЯ , треть Вологодскаго Намѣстничества. Здѣсь бываютъ ярмарки Генваря 1, 5, 6 и 18, да Марта 17 и 25 чиселъ, на которыхъ въ оной у сосѣднихъ поселянъ здѣшніе купцы покупаютъ масло коровье, сало, кожи говяжьи и бараньи, медвѣжьи, волчьи, заячьи, бѣльи, полотна, холсты, сукна сермяжныя и дичину.",
266,,,"ТЮРТЕНЬ, село Орловскаго Намѣстничества въ Елецкомъ уѣздѣ. Здѣсь бываетъ Іюля въ 8 день ярмарка; торгуютъ Елецкіе и другихъ городовъ купцы съ уѣздными обывателями всякими разными мѣлочными товарами и дегтемъ; а обыватели продаютъ купцамъ и своей братьи лошадей , скотину , холстъ, съѣстные всякіе припасы и рукодѣлія.",
267,,,"УГЛИЧЪ, съ 1777 году городъ Ярославскаго Намѣстничества. Здѣсь бываютъ двѣ ярмарки: первая Іюля 8 , три дни,вторая Декабря 26 чиселъ, одинъ день; на оныя пріѣзжаютъ купцы изъ Ярославля, Кашина и Переславля-Залѣскаго съ шелковыми, бумажными, москотильными и прочими товарами; а изъ уѣзду съѣзжается крестьянство со льнянымъ и хряще вымъ холстомъ, съ мясами, кожами и саломъ. Да и въ уѣздѣ онаго бываютъ годовые торжки въ одинадцати селахъ, а ярмарки въ четырехъ, а именно: Прилукахъ, Рожественѣ, Кею и Некоузѣ; торгуютъ пріѣзжіе изъ Углича, Кашина и Бѣжецка купцы мѣлкими москотильными и шелковыми товарами; самижь покупаютъ хлѣбъ, холстъ, пряжу, шерсть и шерстяныя сукна, масло, а зимою свиныя и говяжьи мяса, боевыя кожи и сало.",
268,,,"УРАЗОВА , слобода Воронежскаго Намѣстничества въ уѣздѣ города Валуекъ. Въ оной бываетъ въ году семь ярмарокъ.",
269,,,"УРАЛЬСКЪ, главный городъ уральскихъ Козаковъ въ Кавказскомъ Намѣстничествѣ. Здѣсь бываютъ ярмарки въ Іюнѣ , Іюлѣ, въ Сентябрѣ, Октябрѣ, въ Генварѣ и Февралѣ мѣсяцахъ; пріѣзжаютъ разныхъ городовъ купцы, привозятъ хлѣбъ, шелковые и бумажные товары, шерстяныя матеріи , сукна и прочее; здѣсь покупаютъ разныхъ родовъ рыбу, икру , клей , степныхъ звѣрей, какъ-то лисицъ, волковъ, зайцовъ, кушаки и сермяжныя полотна.",
270,,,"УСТИВИЦА, мѣстечко Кіевскаго Намѣстничества въ Миргородскомъ уѣздѣ. Въ ономъ бываетъ въ году сверхъ еженедѣльныхъ торговъ двѣ ярмарки: первая Іюля 20, вторая Октября 26; торгуютъ на оныхъ пріѣзжіе изъ уѣзду жители разными мѣлочными товарами, тамъ родящимися, какъ-то хлѣбомъ , горячимъ виномъ, разнымъ скотомъ, овчинами , кожами и проч. Иногда пріѣзжаютъ и Великороссійскіе купцы съ краснымъ товаромъ.",
271,,,"УСТЬ-СЫСОЛЬСКЪ, съ 1780 году городъ того же Намѣстничества. Здѣсь бываетъ ярмарка Ноября съ 26 по 29 число; скупаютъ купцы у промышлениковъ мягкую рухлядь.",
272,,,"УСТЮГЪ ВЕЛИКІЙ, съ того же году городъ того же Намѣстничества. Въ немъ бываетъ ярмарка Іюля 8 дня въ день Прокопія устюжскаго Чудотворца , на которой бываютъ по большей части Велико-Устюжскаго уѣзда крестьяне съ своими пріуготовленіями.",
273,,,"ФАТЕЖЪ, съ 1779 году городъ Курскаго Намѣстничества. Въ немъ торговой день для окольныхъ поселянъ бываетъ въ Воскресенье.",
274,,,"ФЕЛЛИНЪ, съ 1783 году городъ Рижскаго Намѣстничества. Здѣсь ярмарка бываетъ въ году одна за недѣлю Михайлова дни, и та не важна , только почти что для крестьянства; около живущіе дворяне съѣзжаются больше въ Ревелѣ, Перновѣ и Дерптѣ.",
275,,,"ХВАЛЫНСКЪ, съ 1780 году городъ Саратовскаго Намѣстничества. Здѣсь бываетъ яр-марка Іюня 28 дня , на которую по большей части съѣжается крестьянство.",
276,,,"ХЕРСОНЪ, съ 1784 году городъ Екатеринославскаго Намѣстничества. Здѣсь Россійскіе купцы съ Цареградскими Греками и другими торгуютъ Европейскими и Азіатскими товарами, получая и отпуская за море на корабляхъ.",
277,,,"ХОВАНЬ, сельцо Московской Губерніи въ Волоколамскомъ уѣздѣ. Здѣсь бываетъ одна въ году ярмарка въ Іюлѣ мѣсяцѣ , на которой торгуютъ одинъ день разными крестьянскими товарами.",
278,,,"ХОТЕНЬ , село Харьковскаго Намѣстничества въ Сумскомъ уѣздѣ. Въ ономъ бываютъ въ году три ярмарки; на которыя купцы пріѣзжаютъ съ мѣдочными товарами и горячимъ видомъ.",
279,,,"ЧЕРЕПОВЕЦЪ, съ 1776 году городъ Новогородскаго Намѣстничества. Въ немъ бываютъ три годовыя ярмарки: первая Генваря 11, называемая Ѳеодосіевская, вторая Сентября 25, Сергіевская, третія Ноября 26, Георгіевская. Сюда пріѣзжаютъ купцы изъ разныхъ Россійскихъ городовъ съ разными товарами.",
280,,,"ЧЕРНУХИ, мѣстечко Черниговскаго Намѣстничества. Въ немъ бываетъ въ году четыре ярмарки: первая въ день Святыя Троицы, другая Августа 15, третія Декабря 6, четвертая великаго поста на пятой недѣлѣ ; торгъ бываетъ привозимыми изъ уѣздовъ товарами, какъ-то саломъ, рыбою, дегтемъ горячимъ виномъ, нагольными овчинами , шубами , говяжьими кожами, печенымъ хлѣбомъ, съѣстными припасами и другими мѣлочными товарами.",
281,,,"ЧЕЧЕРСКЪ, мѣстечко Могилевскаго Намѣстничества въ уѣздѣ города Рогачева. Здѣсь бываетъ въ году три ярмарки: первая Генваря 8, вторая Сентября 8, третія въ день Вознесенія.",
282,,,"ЧУГУЕВЪ, съ 1780 году городъ Харьковскаго Намѣстничества. Въ ономъ бываетъ ярмарка въ день Преображенія Господня, на которую пріѣзжаютъ со всякими шелковыми и прочими товарами изъ Москвы и изъ другихъ городовъ купцы , такожь и крестьяне.",
283,,,"ЧУПАХОВКА, слобода около бывшаго городка Алешни. Въ оной бываютъ три ярмарки : первая Апрѣля 23, вторая Сентября 8, третія Ноября 21 дня. На оныя пріѣзжаютъ купцы изъ близъ лежащихъ городовъ; торгуютъ сукнами , шелковыми , бумажными и набойчатыми товарами , желѣзомъ , полотномъ, посудою и прочимъ.",
284,,,"ШАМОВО, мѣстечко Могилевскаго Намѣстничества въ Мстиславскомъ уѣздѣ. Въ немъ бываетъ одна ярмарка въ году.",
285,,,"ШУМЯЧИ, мѣстечко Могилевскаго Намѣстничества въ Климовицкомъ уѣздѣ. Здѣсь бываютъ двѣ ярмарки въ году.",
286,,,"ЮНАКОВКА , село Харьковскаго Намѣстничества въ Сумскомъ уѣздѣ. Здѣсь бываетъ въ году четыре ярмарки; на оныя купцы пріѣзжаютъ съ мѣлочными товарами и съ горячимъ виномъ.",
287,,,"ЯГОТИНЪ, мѣстечко того же Намѣстничества въ Переяславскомъ уѣздѣ. Въ ономъ бываетъ въ году четыре ярмарки: первая въ Похвальную субботу, вторая въ день Великомученика Георгія, третія въ день Преображенія , четвертая въ день Архистратига Михаила. Купцы пріѣзжаютъ изъ близъ лежа* щихъ городовъ съ красными, крамными и прочими товарами, стеклянною и деревянною посудою, съѣстными припасами; жители продаютъ рогатой скотъ, лошадей, хлѣбъ, смолу, горячее вино и проч. Привозятъ также сюда для продажи жителямъ Крымскую соль.",
